index,cui,en,en_id,isa,same_as,Usagi_en,Usagi_match_score
6231,C3693346,Delayed Treatment,en_6231,None,None,No Treatment (Usagi match score=0.611773789),0.611773789
6232,C3694279,Middle East Respiratory Syndrome,en_6232,None,None,Middle East respiratory syndrome (Usagi match score=1),1
6233,C3698360,Middle East Respiratory Syndrome Coronavirus,en_6233,None,None,MERS-CoV (Usagi match score=1),1
6234,C3711684,"S protein, severe acute respiratory syndrome coronavirus",en_6234,None,None,Severe acute respiratory syndrome coronavirus antibody (Usagi match score=0.876008511),0.876008511
6235,C3714514,Infection,en_6235,None,None,Infection (Usagi match score=1),1
6236,C3714552,Weakness,en_6236,None,None,Asthenia (Usagi match score=1),1
6237,C3714738,Compliance,en_6237,None,None,Encouragement of compliance (Usagi match score=0.879730761),0.879730761
6238,C3714798|1576,Cytochrome P-450 CYP3A4|CYP3A4,en_6238,None,None,CYP3A4 (cytochrome P450 family 3 subfamily A member 4) gene variant measurement (Usagi match score=0.528014839),0.528014839
6239,C3715044,AKR1A1 wt Allele,en_6239,None,None,AKR1A1 (aldo-keto reductase family 1 member A1) gene variant measurement (Usagi match score=0.739429057),0.739429057
6240,C3806166,Poor outcome,en_6240,None,None,ED outcome (Usagi match score=0.751792133),0.751792133
6241,C3807376,Early respiratory failure,en_6241,None,None,Respiratory failure (Usagi match score=0.824627697),0.824627697
6242,C3808499,Ventilator dependency,en_6242,None,None,Dependence on ventilator (Usagi match score=0.727513492),0.727513492
6243,C3812881,Author,en_6243,None,None,Author (Usagi match score=1),1
6244,C3813609|6611|9496|22929|23590,TBX4 wt Allele|SMS|TBX4|SEPHS1|PDSS1,en_6244,None,None,TBX4 (T-box transcription factor 4) gene variant measurement (Usagi match score=0.326577336),0.326577336
6245,C3819026,Interleukin-6 Receptor Antagonist [EPC],en_6245,None,None,Interleukin 6 receptor antagonist (Usagi match score=0.709465563),0.709465563
6246,C3825076,Complement inhibition,en_6246,None,None,Complement inhibitor (Usagi match score=0.936338663),0.936338663
6247,C3826426,Dynamics,en_6247,None,None,Urodynamic studies (Usagi match score=0.859617591),0.859617591
6248,C3826770,Older people,en_6248,None,None,Frail older people (Usagi match score=0.793458164),0.793458164
6249,C3827002,Ground Glass Opacity,en_6249,None,None,Ground glass (Usagi match score=0.772095203),0.772095203
6250,C3827262|923,Anti-CD6 Monoclonal Antibody|CD6,en_6250,None,None,Monoclonal antibodies (Usagi match score=0.389080971),0.389080971
6251,C3828431,QTcF Prolongation,en_6251,None,None,Cystic fibrosis action plan (Usagi match score=0.33338964),0.33338964
6252,C3833426,N2c,en_6252,None,None,N2c (Usagi match score=1),1
6253,C3840862,75+ years,en_6253,None,None,75+ years (Usagi match score=1),1
6254,C3840880,Traffic,en_6254,None,None,Traffic (Usagi match score=1),1
6255,C3840892,Day 4,en_6255,None,None,Day 4 (Usagi match score=1),1
6256,C3841227,Special mental health,en_6256,None,None,Special mental health (Usagi match score=1),1
6257,C3841233,Anaerobic exercise,en_6257,None,None,Anaerobic exercise (Usagi match score=1),1
6258,C3841614,Serious mental illness,en_6258,None,None,Serious mental illness (Usagi match score=1),1
6259,C3841812,In center hemodialysis,en_6259,None,None,In center hemodialysis (Usagi match score=1),1
6260,C3841939,Patient access,en_6260,None,None,Patient access (Usagi match score=1),1
6261,C3842672,Day 7,en_6261,None,None,Day 7 (Usagi match score=1),1
6262,C3842674,Day 5,en_6262,None,None,Day 5 (Usagi match score=1),1
6263,C3843647,> 2 years,en_6263,None,None,> 2 years (Usagi match score=1),1
6264,C3843761,At higher risk,en_6264,None,None,At higher risk (Usagi match score=1),1
6265,C3845192,Continuous Cardiac Monitoring,en_6265,None,None,Continuous Cardiac Monitoring (Usagi match score=1),1
6266,C3845593,Major change,en_6266,None,None,Major change (Usagi match score=1),1
6267,C3849882|3791,"Vascular Endothelial Growth Factor Receptor 2, human|KDR",en_6267,None,None,Vascular endothelial growth factor receptor antagonist (Usagi match score=0.580145419),0.580145419
6268,C3850053,Cytochrome P-450 CYP3A4 Inhibitors,en_6268,None,None,CYP3A4 (cytochrome P450 family 3 subfamily A member 4) gene variant measurement (Usagi match score=0.57708925),0.57708925
6269,C3850088,Neutrophil Extracellular Traps,en_6269,None,None,Neutrophil Ab (Usagi match score=0.607979596),0.607979596
6270,C3850098,Pre-Exposure Prophylaxis,en_6270,None,None,Post-exposure prophylaxis (Usagi match score=0.789503396),0.789503396
6271,C3850141,Acute-On-Chronic Liver Failure,en_6271,None,None,Acute-on-chronic renal failure (Usagi match score=0.867403805),0.867403805
6272,C3850153,Ovarian Reserve,en_6272,None,None,Diminished ovarian reserve (Usagi match score=0.6834113),0.6834113
6273,C3853034,Patient Activation,en_6273,None,None,Patient Activation Measure (Usagi match score=0.835833728),0.835833728
6274,C3854325,Janus kinase inhibitor,en_6274,None,None,Janus kinase inhibitor (Usagi match score=1),1
6275,C3854344,Cardiovascular Examination,en_6275,None,None,Cardiovascular examination finding (Usagi match score=0.893630981),0.893630981
6276,C3858690,adjunctive treatment,en_6276,None,None,Adjunctive care (Usagi match score=0.780433893),0.780433893
6277,C3864917,Interleukin-6 Antagonist,en_6277,None,None,IL-6 assay (Usagi match score=0.814912438),0.814912438
6278,C3871454,cobicistat / darunavir,en_6278,None,None,cobicistat / darunavir Oral Tablet (Usagi match score=0.93716675),0.93716675
6279,C3873497,Severe acute respiratory infection,en_6279,isa INFECTIOUS PROCESS,None,Severe acute respiratory infection (Usagi match score=1),1
6280,C3885145,sarilumab,en_6280,isa(infered) Interleukin-6 Receptor Antagonist [EPC],None,sarilumab (Usagi match score=1),1
6281,C3888198,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",en_6281,None,None,Autosomal recessive bestrophinopathy (Usagi match score=0.859929144),0.859929144
6282,C3889400,PSMA5 wt Allele,en_6282,None,None,PSMA5 (proteasome 20S subunit alpha 5) gene variant measurement (Usagi match score=0.635829568),0.635829568
6283,C3890735,Complete Response with Incomplete Platelet Recovery,en_6283,None,None,Complete response (Usagi match score=0.633726776),0.633726776
6284,C3891560,Alarmins,en_6284,None,None,Alarm (Usagi match score=0.644941092),0.644941092
6285,C3896197,lower tip-link density,en_6285,None,None,XR tomography Hip - left (Usagi match score=0.441275597),0.441275597
6286,C3898430,Memory Intervention,en_6286,None,None,Memory function normal (Usagi match score=0.679048479),0.679048479
6287,C3898714,Internet-Based Intervention,en_6287,isa(infered) Informational Intervention,None,Paint - solvent-based (Usagi match score=0.460658014),0.460658014
6288,C3899527,Cognitive Intervention,en_6288,None,None,Cognitive intervention strategies (Usagi match score=0.809189379),0.809189379
6289,C3900018,Apoptosis Marker,en_6289,None,None,Apoptosis (Usagi match score=0.704409957),0.704409957
6290,C4014463,Hyperinflammatory state,en_6290,None,None,Inflammatory fistula (Usagi match score=0.73445648),0.73445648
6291,C4018909,Overdose,en_6291,None,None,Overdose (Usagi match score=1),1
6292,C4019071,Transitional Care,en_6292,None,None,Transition of care (Usagi match score=0.760104775),0.760104775
6293,C4019289,Dietary behavior,en_6293,None,None,Dietary behavior (Usagi match score=1),1
6294,C4020599,Phosphate Binders,en_6294,None,None,Phosphate (Usagi match score=0.695690274),0.695690274
6295,C4022815,Pseudoexfoliation,en_6295,None,None,Pseudoexfoliation of lens capsule (Usagi match score=0.889109612),0.889109612
6296,C4025286,Recurrent thromboembolism,en_6296,isa Thromboembolism,None,Thromboembolism (Usagi match score=0.802733243),0.802733243
6297,C4033616,Entresto,en_6297,None,same_as valsartan,Intres (Usagi match score=0.712023497),0.712023497
6298,C4033631,sacubitril / valsartan,en_6298,None,None,sacubitril / valsartan Oral Tablet (Usagi match score=0.949779868),0.949779868
6299,C4033634,Blood Indices,en_6299,None,None,Hematochezia (Usagi match score=0.688474715),0.688474715
6300,C4036459,Contacts,en_6300,None,None,Contacts (Usagi match score=1),1
6301,C4039867,Acute hypoxemic respiratory failure,en_6301,isa Acute respiratory failure,None,Acute hypoxemic respiratory failure (Usagi match score=1),1
6302,C4040576,Maintenance hemodialysis,en_6302,isa Hemodialysis,None,Maintenance hemodialysis (Usagi match score=1),1
6303,C4042794,Re-Irradiation,en_6303,None,None,Irradiation (Usagi match score=0.676923275),0.676923275
6304,C4042802,Telerehabilitation,en_6304,None,None,Rehabilitation (Usagi match score=0.890300632),0.890300632
6305,C4042908,Seroconversion,en_6305,None,None,Conversions (Usagi match score=0.824410915),0.824410915
6306,C4044947,baricitinib,en_6306,None,None,baricitinib (Usagi match score=1),1
6307,C4048280|920,"T-Cell Surface Glycoprotein CD4, human|CD4",en_6307,None,None,CD4 (CD4 molecule) gene variant measurement (Usagi match score=0.661798716),0.661798716
6308,C4048294,Preterm Infant,en_6308,None,None,Special care of premature baby (Usagi match score=0.918541729),0.918541729
6309,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,en_6309,None,None,Borg rating of perceived exertion (Usagi match score=0.601976335),0.601976335
6310,C4054987,Favorable Response,en_6310,None,None,No response (Usagi match score=0.540589333),0.540589333
6311,C4055223,Clinical Response,en_6311,None,None,Partial response (Usagi match score=0.689344406),0.689344406
6312,C4061114,Acute illness,en_6312,None,None,Acute illness (Usagi match score=1),1
6313,C4063051,Social vulnerability,en_6313,None,None,Vulnerable personality (Usagi match score=0.603617609),0.603617609
6314,C4076168,Multidrug-resistant bacteria,en_6314,None,None,Multidrug-resistant bacteria (Usagi match score=1),1
6315,C4077748,clazakizumab,en_6315,"isa Antibodies, Monoclonal, Humanized",None,Izumizaki (Usagi match score=0.64903748),0.64903748
6316,C4079830,venetoclax,en_6316,None,None,venetoclax (Usagi match score=1),1
6317,C4084937,Antimicrobial Peptide,en_6317,None,None,LEAP2 (liver enriched antimicrobial peptide 2) gene variant measurement (Usagi match score=0.719724238),0.719724238
6318,C4085194,Conventional Dendritic Cell,en_6318,None,same_as Immune system,Conventional denture (Usagi match score=0.612549067),0.612549067
6319,C4086268,Exacerbation,en_6319,None,None,Exacerbated (Usagi match score=0.932651222),0.932651222
6320,C4230430,Inflammatory lung disease,en_6320,None,None,Inflammatory disorder (Usagi match score=0.820009112),0.820009112
6321,C4236819,motor learning,en_6321,None,None,Learning (Usagi match score=0.715089381),0.715089381
6322,C4264454,Chemo-radiotherapy,en_6322,None,None,Chemo-radiotherapy (Usagi match score=1),1
6323,C4267713,Vigorous physical activity,en_6323,None,None,Time spent doing vigorous physical activity (Usagi match score=0.775738895),0.775738895
6324,C4270719,Static sitting,en_6324,None,None,Sitting (Usagi match score=0.770128071),0.770128071
6325,C4271578,sofosbuvir / velpatasvir,en_6325,None,None,sofosbuvir / velpatasvir Oral Tablet (Usagi match score=0.975358188),0.975358188
6326,C4277543,Myeloid-Derived Suppressor Cells,en_6326,None,None,Suppressor cell (Usagi match score=0.533229232),0.533229232
6327,C4277545,High-Intensity Interval Training,en_6327,None,None,High-intensity interval training (Usagi match score=1),1
6328,C4279933,Vaccination Campaign,en_6328,None,None,Champaign (Usagi match score=0.656892598),0.656892598
6329,C4284283|1233,"C-C Chemokine Receptor Type 4, human|CCR4",en_6329,None,None,CCR4 (C-C motif chemokine receptor 4) gene variant measurement (Usagi match score=0.456496537),0.456496537
6330,C4285807,Behavioral and psychological symptoms of dementia,en_6330,None,None,Behavioral and psychological symptoms of dementia (Usagi match score=1),1
6331,C4287651,Quadrivalent Inactivated Influenza Vaccine,en_6331,None,None,"influenza, seasonal vaccine, quadrivalent, adjuvanted, .5mL dose, preservative free (Usagi match score=0.671696246)",0.671696246
6332,C4287874,Droplet transmission,en_6332,None,None,Droplet transmission (Usagi match score=1),1
6333,C4288965,Hematopoietic Cell Transplant Recipient,en_6333,None,None,Transplant present (Usagi match score=0.691665947),0.691665947
6334,C4289789,Cell-Free DNA,en_6334,None,None,Cell free DNA (Usagi match score=0.65803802),0.65803802
6335,C4304727,Sudden Unexpected Death in Epilepsy,en_6335,None,None,Sudden unexpected death in epilepsy (Usagi match score=1),1
6336,C4304779,Kidney Transplant Recipient,en_6336,isa Solid Organ Transplant Recipient,None,Kidney transplant (Usagi match score=0.806069255),0.806069255
6337,C4307370,Interferon-alpha2b,en_6337,None,None,Interferon (Usagi match score=0.465324908),0.465324908
6338,C4314584,Disseminated coagulopathy,en_6338,None,None,Blood coagulation disorder (Usagi match score=0.779137611),0.779137611
6339,C4314700,Autistic symptoms,en_6339,None,None,ENT symptoms (Usagi match score=0.800671339),0.800671339
6340,C4317009,Diverticular Diseases,en_6340,None,None,Diverticular disease (Usagi match score=0.960456073),0.960456073
6341,C4321237,High Level,en_6341,None,None,High level (Usagi match score=1),1
6342,C4321351,Low Level,en_6342,None,None,Low level of neuroticism (Usagi match score=0.643197),0.643197
6343,C4324389,Cardiovascular Risk,en_6343,None,None,Cardiovascular event risk (Usagi match score=0.837540567),0.837540567
6344,C4324621,Opioid Use Disorder,en_6344,None,None,Opioid abuse (Usagi match score=0.63276881),0.63276881
6345,C4330475,Immune Cell,en_6345,None,same_as Immune system,Immune (Usagi match score=0.803244531),0.803244531
6346,C4330505,JAK1 Inhibitor,en_6346,None,None,Serum C1 esterase inhibitor antigen level (Usagi match score=0.579423249),0.579423249
6347,C4330858,Oral Dysplasia,en_6347,None,None,Renal dysplasia (Usagi match score=0.922332108),0.922332108
6348,C4331301,Solid Organ Transplant Recipient,en_6348,None,None,Solid organ transplant recipient (Usagi match score=1),1
6349,C4478521,Hemorrhagic cerebrovascular disease,en_6349,None,None,Cerebrovascular disease (Usagi match score=0.763958335),0.763958335
6350,C4489276,Readmission,en_6350,None,None,Readmission (Usagi match score=1),1
6351,C4505047,Nitrosative Stress,en_6351,None,None,Relative Stress Scale score (Usagi match score=0.465806603),0.465806603
6352,C4505065,Noncommunicable Diseases,en_6352,None,None,Communicable disease (Usagi match score=0.870360911),0.870360911
6353,C4505149,Immunization Coverage,en_6353,None,None,Immunization (Usagi match score=0.77532953),0.77532953
6354,C4508358,ergoferon,en_6354,None,None,Indigofera (Usagi match score=0.60623157),0.60623157
6355,C4508633,ravidasvir,en_6355,isa Valine,None,ledipasvir (Usagi match score=0.602434814),0.602434814
6356,C4510396,Tocilizumab therapy,en_6356,isa(infered) Interleukin-6 Receptor Antagonist [EPC],same_as tocilizumab,Tocilizumab therapy (Usagi match score=1),1
6357,C4519147,Tradipitant,en_6357,None,None,Adipine (Usagi match score=0.627075434),0.627075434
6358,C4520476,Telehealth service,en_6358,None,None,Telehealth service (Usagi match score=1),1
6359,C4528237,Annular Plane Systolic Excursion,en_6359,None,None,Lateral excursion of teeth (Usagi match score=0.514950871),0.514950871
6360,C4531104,Pulmonary opacity,en_6360,None,None,Pulmonary (Usagi match score=0.739197791),0.739197791
6361,C4534538,Mechanical thrombectomy,en_6361,None,None,Removal of thrombus (Usagi match score=0.781573713),0.781573713
6362,C4534574,Additional day,en_6362,None,None,Addition (Usagi match score=0.742918253),0.742918253
6363,C4550163,tezepelumab,en_6363,None,None,Zepelin (Usagi match score=0.479360282),0.479360282
6364,C4550350,ravulizumab,en_6364,None,None,ravulizumab (Usagi match score=1),1
6365,C4551660,Virus Host Interactions,en_6365,None,None,Enterovirus heart infection (Usagi match score=0.492271125),0.492271125
6366,C4551696,Prone positioning,en_6366,None,None,Bone positioning procedure (Usagi match score=0.871555746),0.871555746
6367,C4551720,Primary Ciliary Dyskinesia,en_6367,None,None,Immotile cilia syndrome (Usagi match score=1),1
6368,C4553138|931|54474,Anti-CD20 Monoclonal Antibody|MS4A1|KRT20,en_6368,None,None,MS4A1 (membrane spanning 4-domains A1) gene variant measurement (Usagi match score=0.411243737),0.411243737
6369,C4554488,Retrieval - procedure,en_6369,None,None,Removal (Usagi match score=0.653431773),0.653431773
6370,C4684571,Baseline Assessment,en_6370,None,None,Home assessment (Usagi match score=0.700530052),0.700530052
6371,C4684780,Standard Treatment,en_6371,None,None,No Treatment (Usagi match score=0.596928179),0.596928179
6372,C4684977,Immune Checkpoint Inhibitor,en_6372,None,None,Immune checkpoint inhibitor (Usagi match score=1),1
6373,C4697772,Bioprosthetic,en_6373,None,None,Bioprosthetic (Usagi match score=1),1
6374,C4697850,Symptomatic & Ambulatory,en_6374,None,None,Symptomatic & Ambulatory (Usagi match score=1),1
6375,C4698071,OC43,en_6375,None,None,OC43 (Usagi match score=1),1
6376,C4698386,Intubated,en_6376,None,None,Intubated (Usagi match score=1),1
6377,C4698492,Very strong,en_6377,None,None,Very strong (Usagi match score=1),1
6378,C4698719,Confirmed case,en_6378,None,None,Confirmed case (Usagi match score=1),1
6379,C4699158,Increased risk,en_6379,None,None,Increased risk (Usagi match score=1),1
6380,C4699551,Emergency physician,en_6380,None,None,Emergency physician (Usagi match score=1),1
6381,C4699604,<12 months,en_6381,None,None,<12 months (Usagi match score=1),1
6382,C4699609,Early disease stage,en_6382,None,None,Early disease stage (Usagi match score=1),1
6383,C4699618,>65 years,en_6383,None,None,>65 years (Usagi match score=1),1
6384,C4705734,interferon type III,en_6384,None,None,interferon type II (Usagi match score=0.967546105),0.967546105
6385,C4722602,Underlying,en_6385,None,None,Underlying (Usagi match score=1),1
6386,C4723666|5133|6139|6622|9825,SPATA2 wt Allele|PDCD1|RPL17|SNCA|SPATA2,en_6386,None,None,PDCD1 (programmed cell death 1) gene variant measurement (Usagi match score=0.316554278),0.316554278
6387,C4725841,Bladder Carcinoma Infiltrating the Muscle of the Bladder Wall,en_6387,None,None,Lobular carcinoma (Usagi match score=0.519317925),0.519317925
6388,C4726677,remdesivir,en_6388,None,None,remdesivir (Usagi match score=1),1
6389,C4727713,Chemically-Induced Menopause,en_6389,isa Menopause,None,Chemical colitis (Usagi match score=0.768454671),0.768454671
6390,C4727847,Ozone therapy,en_6390,None,None,Ozone therapy (Usagi match score=1),1
6391,C4740618,5-6 days,en_6391,None,None,5-6 days (Usagi match score=1),1
6392,C4740649,Specific population,en_6392,None,None,Specific population (Usagi match score=1),1
6393,C4740652,Moderate severity,en_6393,None,None,Moderate severity (Usagi match score=1),1
6394,C4740690,Mild disease,en_6394,None,None,Mild disease (Usagi match score=1),1
6395,C4740691,Moderate disease,en_6395,None,None,Moderate disease (Usagi match score=1),1
6396,C4740692,Severe disease,en_6396,None,None,Severe disease (Usagi match score=1),1
6397,C4744673,Proactive Therapy,en_6397,isa Therapeutic procedure,None,Creative therapy (Usagi match score=0.744772434),0.744772434
6398,C4744723,Locally Advanced Cervical Carcinoma,en_6398,None,None,Locally advanced breast cancer (Usagi match score=0.671137452),0.671137452
6399,C4744839,Pharmacological Ascorbate,en_6399,isa Pharmacologic Substance,None,Pharmacologic (Usagi match score=0.718433797),0.718433797
6400,C4745084,Medical Condition,en_6400,None,None,Condition (Usagi match score=0.816357076),0.816357076
6401,C4748623,Ventilatory support,en_6401,None,None,Ventilatory support (Usagi match score=1),1
6402,C4759838,Acute respiratory tract infection,en_6402,None,None,Respiratory tract infection (Usagi match score=0.891917646),0.891917646
6403,C4761314,Epidermal cGVHD Score 2,en_6403,None,None,Graft versus host disease (Usagi match score=0.396228343),0.396228343
6404,C4763383,Bemcentinib,en_6404,isa Pharmacologic Substance,None,MCEE (methylmalonyl-CoA epimerase) gene variant measurement (Usagi match score=0.459280699),0.459280699
6405,C4763675,Single Agent Therapy,en_6405,isa Pharmacotherapy,None,Physical agent therapy (Usagi match score=0.706841707),0.706841707
6406,C4763869,Cognitive Behavioral Therapy for Insomnia,en_6406,None,None,Cognitive behavioral therapy for insomnia (Usagi match score=1),1
6407,C5139167,Severe infection,en_6407,None,None,Infection status (Usagi match score=0.752273381),0.752273381
6408,C5139788,abrocitinib,en_6408,isa(infered) JAK1 Inhibitor,None,oclacitinib (Usagi match score=0.583773851),0.583773851
6409,C5190549,Hydroxychloroquine therapy,en_6409,None,same_as Hydroxychloroquine,Hydroxychloroquine therapy (Usagi match score=1),1
6410,C5192097,Venoarterial extracorporeal membrane oxygenation,en_6410,None,None,Venoarterial extracorporeal membrane oxygenation (Usagi match score=1),1
6411,C5192099,Venovenous extracorporeal membrane oxygenation,en_6411,isa Extracorporeal Membrane Oxygenation,None,Venovenous extracorporeal membrane oxygenation (Usagi match score=1),1
6412,C5197682,Vaccine-Preventable Diseases,en_6412,None,None,Vaccine reuse-prevention syringe (Usagi match score=0.568992734),0.568992734
6413,C5197699,Prolonged Intermittent Renal Replacement Therapy,en_6413,None,None,Replacement therapy (Usagi match score=0.61780256),0.61780256
6414,C5202641,Modified vaccinia ankara,en_6414,None,None,"Vaccinia virus live (Ankara strain, modified) (Usagi match score=0.651432097)",0.651432097
6415,C5202843,Right and Left Lung Irradiation,en_6415,None,None,Irradiation (Usagi match score=0.587802887),0.587802887
6416,C5203340,Lethality,en_6416,None,None,Thalitter (Usagi match score=0.523444235),0.523444235
6417,C5203670,COVID-19,en_6417,None,None,COVID-19 (Usagi match score=1),1
6418,C5203671,Suspected COVID-19,en_6418,None,None,Suspected COVID-19 (Usagi match score=1),1
6419,C5203672,SARS-CoV-2 vaccination,en_6419,None,None,SARS-CoV-2 (Usagi match score=0.797664762),0.797664762
6420,C5203676,2019 novel coronavirus,en_6420,None,None,SARS-CoV-2 (Usagi match score=1),1
6421,C5203810,Zilucoplan,en_6421,None,None,Azilu (Usagi match score=0.595440626),0.595440626
6422,C5205742,Treatment Group,en_6422,None,None,Radiotherapy treatment groups (Usagi match score=0.678413391),0.678413391
6423,C5205743,Experimental Group,en_6423,None,None,Experimental device (Usagi match score=0.661451221),0.661451221
6424,C5209216,Opioid Use Disorder Treatment,en_6424,None,None,Lipid disorder treatment started (Usagi match score=0.560095489),0.560095489
6425,C5236984,Responsive Disease,en_6425,None,None,Responsive (Usagi match score=0.787131429),0.787131429
6426,C5243901,Symptomatic treatment,en_6426,None,None,Education about symptomatic treatment (Usagi match score=0.759862721),0.759862721
6427,C5244027,Pneumonia caused by SARS-CoV-2,en_6427,None,None,Pneumonia caused by SARS-CoV-2 (Usagi match score=1),1
6428,C5244047,Asymptomatic SARS-CoV-2,en_6428,None,None,Asymptomatic SARS-CoV-2 (Usagi match score=1),1
6429,C5244048,COVID-19 drug treatment,en_6429,None,None,COVID-19 Related Treatment (Usagi match score=0.732819855),0.732819855
6430,C5244457,mRNA-1273,en_6430,None,None,Messenger RNA (Usagi match score=0.525841534),0.525841534
6431,C5244458,Ad5-nCoV,en_6431,None,None,ATAD5 (ATPase family AAA domain containing 5) gene variant measurement (Usagi match score=0.410297781),0.410297781
6432,C5381951,Pillbox,en_6432,None,None,Pillbox (Usagi match score=1),1
6433,C5381984,Feedback system,en_6433,None,None,Feedback system (Usagi match score=1),1
6434,C5383286,AZD1222,en_6434,None,None,FZD1 (frizzled class receptor 1) gene variant measurement (Usagi match score=0.483301222),0.483301222
6435,C5383287,ChAdOx1 nCoV-19,en_6435,None,None,Alphacoronavirus 1 (Usagi match score=0.538504899),0.538504899
6436,C5387588,COVID-19 Vaccines,en_6436,None,None,COVID-19 vaccine (Usagi match score=0.98720938),0.98720938
6437,C5389369,pediatric inflammatory multisystem syndrome,en_6437,None,None,Multisystem inflammatory syndrome (MIS) (Usagi match score=0.72200954),0.72200954
6438,C5391440,postintensive care syndrome,en_6438,None,None,Post intensive care unit syndrome (Usagi match score=0.812407494),0.812407494
6439,C5391442,"spike protein, SARS-CoV-2",en_6439,"isa Spike Glycoprotein, Coronavirus",None,SARS-CoV-2 (Usagi match score=0.759497464),0.759497464
6440,C5391843,glycyrrhizae radix et rhizoma,en_6440,None,None,glycyrrhizate (Usagi match score=0.624482751),0.624482751
6441,C5392103,Psychosocial Intervention,en_6441,None,None,Psychosocial intervention strategy (Usagi match score=0.838500023),0.838500023
6442,C5392125,Glycemic Control,en_6442,None,None,Poor glycemic control (Usagi match score=0.798386633),0.798386633
6443,C5392135,Physical Distancing,en_6443,None,None,Financial District (Usagi match score=0.497871727),0.497871727
6444,C5392166,N95 Respirators,en_6444,None,None,Respiratory (Usagi match score=0.438878298),0.438878298
6445,C5392186,Risk Scores,en_6445,None,None,Norton pressure ulcer risk score (Usagi match score=0.706660092),0.706660092
6446,C5392198,Tetravalent Vaccines,en_6446,None,None,"dengue virus live antigen, CYD serotype 1 100000 UNT / dengue virus live antigen, CYD serotype 2 100000 UNT / dengue virus live antigen, CYD serotype 3 100000 UNT / dengue virus live antigen, CYD serotype 4 100000 UNT Injection (Usagi match score=0.654124558)",0.654124558
6447,C5392207,Community Transmission,en_6447,None,None,Transmission (Usagi match score=0.690644324),0.690644324
6448,C5392237,Psychosocial Functioning,en_6448,None,None,Training relating to psychosocial functioning (Usagi match score=0.828756511),0.828756511
6449,C5392475,qingfei paidu decoction,en_6449,None,None,Qingfeng County (Usagi match score=0.525749445),0.525749445
6450,C5392833,Acute Ischemic Stroke,en_6450,None,same_as Ischemic stroke,Ischemic stroke (Usagi match score=0.865448773),0.865448773
6451,C5392902,Brief Treatment,en_6451,None,None,Duration of treatment (Usagi match score=0.619547486),0.619547486
6452,C5397144,Acute respiratory distress syndrome due to disease caused by Severe acute respiratory syndrome coronavirus 2,en_6452,isa Respiratory complication,None,Acute respiratory distress syndrome due to disease caused by Severe acute respiratory syndrome coronavirus 2 (Usagi match score=1),1
6453,C5398043,BNT162b2 SARS-CoV-2 Vaccine,en_6453,None,None,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML (Usagi match score=0.704825878)",0.704825878
6454,C5416826,SARS-CoV-2 mRNA vaccine,en_6454,None,None,SARS-CoV-2 (Usagi match score=0.727122426),0.727122426
6455,C5416836,SARS-CoV-2 inactivated vaccines,en_6455,"isa Vaccines, Inactivated",None,SARS-CoV-2 IgM (Usagi match score=0.771095395),0.771095395
6456,C5416844,recombinant SARS-CoV-2 vaccine NVX-cov2373,en_6456,isa COVID-19 Vaccines,None,SARS-CoV-2 (COVID-19) variant [Type] in Specimen by Sequencing (Usagi match score=0.480871707),0.480871707
6457,C5416846,BBV152,en_6457,None,None,CV15 (Usagi match score=0.439878017),0.439878017
6458,C5419164,COVID-19-Associated Acute Respiratory Distress Syndrome,en_6458,None,None,Acute respiratory distress syndrome due to disease caused by Severe acute respiratory syndrome coronavirus 2 (Usagi match score=0.745957911),0.745957911
6459,C5419624,Severe Acute Respiratory Distress Syndrome,en_6459,None,None,Acute respiratory distress syndrome (Usagi match score=0.901348352),0.901348352
6460,C5419859,mRNA Vaccine,en_6460,None,None,malaria vaccine (Usagi match score=0.561771154),0.561771154
6461,C5421637,Severe SARS-CoV-2 infection,en_6461,None,None,SARS-CoV-2 IgM (Usagi match score=0.809345961),0.809345961
6462,C5421805,bamlanivimab,en_6462,None,None,bamlanivimab (Usagi match score=1),1
6463,C5433293,post-acute COVID-19 syndrome,en_6463,None,None,Post-acute COVID-19 (Usagi match score=0.843965948),0.843965948
6464,C5433459,mRNA-1273 vaccine,en_6464,None,None,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML (Usagi match score=0.544372559)",0.544372559
6465,C5433947,sotrovimab,en_6465,None,None,sotrovimab (Usagi match score=1),1
6466,C5435313,RNA Vaccine,en_6466,None,None,malaria vaccine (Usagi match score=0.708366156),0.708366156
6467,C5439905,CoVac-1,en_6467,None,None,urea c-13 (Usagi match score=0.443187237),0.443187237
6468,C5539184,Multisystem inflammatory syndrome,en_6468,None,None,Multisystem inflammatory syndrome (MIS) (Usagi match score=0.860854864),0.860854864
6469,C1539477,FAS,en_6469,None,None,FAS (Usagi match score=1),1
6470,C1413880,CYP2J2,en_6470,None,None,CYP2J2 (cytochrome P450 family 2 subfamily J member 2) gene variant measurement (Usagi match score=1),1
6471,C1414998,GBA,en_6471,None,None,GBA (glucosylceramidase beta) gene variant measurement (Usagi match score=1),1
6472,C1415299,GRIN2A,en_6472,None,None,GRIN2A (glutamate ionotropic receptor NMDA type subunit 2A) gene variant measurement (Usagi match score=1),1
